time,pH,EC,ORP,Temperature
2023-12-06 02:36:22,6.404,1841.0,121.9,17.6
2023-12-06 02:39:23,6.406,1840.0,122.3,17.6
2023-12-06 02:42:23,6.397,1840.0,119.9,17.6
2023-12-06 02:45:24,6.4,1841.0,120.6,17.6
2023-12-06 02:48:25,6.406,1840.0,120.8,17.6
2023-12-06 02:51:25,6.402,1841.0,119.7,17.6
2023-12-06 02:54:26,6.416,1841.0,119.5,17.6
2023-12-06 02:57:26,6.405,1841.0,118.2,17.6
2023-12-06 03:00:27,6.395,1841.0,123.0,17.6
2023-12-06 03:03:28,6.413,1841.0,119.6,17.6
2023-12-06 03:06:28,6.403,1841.0,120.6,17.6
2023-12-06 03:09:29,6.401,1841.0,122.1,17.6
2023-12-06 03:12:29,6.403,1840.0,119.4,17.6
2023-12-06 03:15:30,6.393,1841.0,120.2,17.6
2023-12-06 03:18:31,6.413,1841.0,120.9,17.6
2023-12-06 03:21:31,6.395,1841.0,122.2,17.6
2023-12-06 03:24:32,6.401,1841.0,123.4,17.6
2023-12-06 03:27:33,6.403,1841.0,117.7,17.6
2023-12-06 03:30:33,6.397,1841.0,120.8,17.6
2023-12-06 03:33:34,6.412,1840.0,121.7,17.6
2023-12-06 03:36:34,6.391,1840.0,123.4,17.6
2023-12-06 03:39:35,6.394,1840.0,123.7,17.6
2023-12-06 03:42:36,6.409,1840.0,120.9,17.6
2023-12-06 03:45:36,6.399,1840.0,123.3,17.6
2023-12-06 03:48:37,6.397,1840.0,118.4,17.6
2023-12-06 03:51:38,6.388,1841.0,116.8,17.6
2023-12-06 03:54:39,6.389,1841.0,118.8,17.6
2023-12-06 03:57:39,6.397,1841.0,116.3,17.6
2023-12-06 04:00:40,6.393,1841.0,117.7,17.6
2023-12-06 04:03:40,6.402,1841.0,122.1,17.6
2023-12-06 04:06:41,6.396,1841.0,116.4,17.6
2023-12-06 04:09:42,6.387,1841.0,117.6,17.6
2023-12-06 04:12:43,6.395,1842.0,121.6,17.6
2023-12-06 04:15:43,6.389,1842.0,115.5,17.6
2023-12-06 04:18:44,6.391,1842.0,124.5,17.6
2023-12-06 04:21:44,6.404,1842.0,113.8,17.6
2023-12-06 04:24:45,6.379,1842.0,117.4,17.6
2023-12-06 04:27:46,6.391,1841.0,117.5,17.6
2023-12-06 04:30:46,6.382,1841.0,115.1,17.6
2023-12-06 04:33:47,6.394,1841.0,118.0,17.6
2023-12-06 04:36:48,6.398,1840.0,116.0,17.6
2023-12-06 04:39:48,6.378,1840.0,115.6,17.6
2023-12-06 04:42:49,6.388,1840.0,118.3,17.6
2023-12-06 04:45:50,6.393,1841.0,115.5,17.6
2023-12-06 04:48:50,6.386,1841.0,117.7,17.6
2023-12-06 04:51:51,6.399,1841.0,116.3,17.6
2023-12-06 04:54:52,6.382,1841.0,116.1,17.6
2023-12-06 04:57:52,6.389,1841.0,117.6,17.6
2023-12-06 05:00:53,6.4,1841.0,124.7,17.6
2023-12-06 05:03:53,6.383,1840.0,119.7,17.6
2023-12-06 05:06:54,6.397,1841.0,118.9,17.6
2023-12-06 05:09:55,6.37,1841.0,122.6,17.6
2023-12-06 05:12:55,6.383,1842.0,129.0,17.6
2023-12-06 05:15:56,6.395,1842.0,121.6,17.6
2023-12-06 05:18:56,6.375,1842.0,119.1,17.6
2023-12-06 05:21:57,6.373,1841.0,122.7,17.6
2023-12-06 05:24:58,6.378,1842.0,114.7,17.6
2023-12-06 05:27:58,6.373,1842.0,116.7,17.6
2023-12-06 05:30:59,6.379,1842.0,119.5,17.6
2023-12-06 05:34:00,6.37,1842.0,116.7,17.6
2023-12-06 05:37:00,6.385,1843.0,114.6,17.6
2023-12-06 05:40:01,6.371,1843.0,115.6,17.6
2023-12-06 05:43:01,6.371,1843.0,116.3,17.6
2023-12-06 05:46:02,6.366,1842.0,115.6,17.6
2023-12-06 05:49:03,6.369,1843.0,112.5,17.6
2023-12-06 05:52:03,6.367,1843.0,114.2,17.6
2023-12-06 05:55:04,6.365,1843.0,112.1,17.6
2023-12-06 05:58:05,6.362,1843.0,112.2,17.6
2023-12-06 06:01:05,6.367,1843.0,116.4,17.6
2023-12-06 06:04:06,6.357,1843.0,112.7,17.6
2023-12-06 06:07:06,6.372,1843.0,113.7,17.6
2023-12-06 06:10:07,6.374,1842.0,113.4,17.6
2023-12-06 06:13:08,6.35,1843.0,122.6,17.6
2023-12-06 06:16:09,6.372,1843.0,120.8,17.6
2023-12-06 06:19:09,6.356,1843.0,115.6,17.6
2023-12-06 06:22:10,6.364,1843.0,121.5,17.6
2023-12-06 06:25:10,6.363,1843.0,118.1,17.6
2023-12-06 06:28:11,6.362,1843.0,127.4,17.6
2023-12-06 06:31:12,6.36,1843.0,117.8,17.6
2023-12-06 06:34:12,6.358,1843.0,121.1,17.6
2023-12-06 06:37:13,6.36,1843.0,118.1,17.6
2023-12-06 06:40:13,6.36,1843.0,122.2,17.6
2023-12-06 06:43:14,6.344,1843.0,130.1,17.6
2023-12-06 06:46:15,6.354,1843.0,119.4,17.6
2023-12-06 06:49:15,6.361,1844.0,128.9,17.6
2023-12-06 06:52:16,6.349,1844.0,121.1,17.6
2023-12-06 06:55:17,6.355,1844.0,121.6,17.6
2023-12-06 06:58:17,6.339,1844.0,121.4,17.6
2023-12-06 07:01:18,6.363,1844.0,121.4,17.6
2023-12-06 07:04:18,6.365,1843.0,123.2,17.6
2023-12-06 07:07:19,6.347,1843.0,119.8,17.6
2023-12-06 07:10:20,6.356,1842.0,121.1,17.6
2023-12-06 07:13:20,6.352,1842.0,120.9,17.6
2023-12-06 07:16:21,6.341,1843.0,120.9,17.6
2023-12-06 07:19:21,6.354,1843.0,121.2,17.6
2023-12-06 07:22:23,6.343,1843.0,119.1,17.6
2023-12-06 07:25:24,6.348,1843.0,120.7,17.6
2023-12-06 07:28:24,6.344,1843.0,118.7,17.6
2023-12-06 07:31:25,6.337,1843.0,120.9,17.6
2023-12-06 07:34:26,6.356,1843.0,121.6,17.6
2023-12-06 07:37:26,6.338,1843.0,127.5,17.6
2023-12-06 07:40:27,6.339,1843.0,122.2,17.6
2023-12-06 07:43:27,6.339,1843.0,121.3,17.6
2023-12-06 07:46:28,6.336,1843.0,129.8,17.6
2023-12-06 07:49:28,6.351,1843.0,123.2,17.6
2023-12-06 07:52:29,6.334,1843.0,125.2,17.6
2023-12-06 07:55:30,6.329,1844.0,124.1,17.6
2023-12-06 07:58:30,6.346,1844.0,124.9,17.6
2023-12-06 08:01:31,6.335,1844.0,125.6,17.6
2023-12-06 08:04:32,6.347,1844.0,124.4,17.6
2023-12-06 08:07:32,6.335,1844.0,125.0,17.6
2023-12-06 08:10:33,6.342,1844.0,124.8,17.6
2023-12-06 08:13:33,6.345,1844.0,125.0,17.6
2023-12-06 08:16:34,6.334,1845.0,135.9,17.6
2023-12-06 08:19:35,6.35,1844.0,136.7,17.6
2023-12-06 08:22:35,6.331,1845.0,136.1,17.6
2023-12-06 08:25:36,6.344,1845.0,136.9,17.6
2023-12-06 08:28:36,6.339,1845.0,136.7,17.6
2023-12-06 08:31:37,6.339,1844.0,136.2,17.6
2023-12-06 08:34:38,6.351,1844.0,137.6,17.6
2023-12-06 08:37:38,6.347,1844.0,130.7,17.6
2023-12-06 08:40:39,6.329,1844.0,136.8,17.6
2023-12-06 08:43:39,6.349,1845.0,137.3,17.6
2023-12-06 08:46:40,6.339,1845.0,132.8,17.6
2023-12-06 08:49:41,6.331,1845.0,138.1,17.6
2023-12-06 08:52:41,6.338,1845.0,134.4,17.6
2023-12-06 08:55:42,6.326,1845.0,136.2,17.6
2023-12-06 08:58:43,6.345,1845.0,136.3,17.6
2023-12-06 09:01:43,6.339,1845.0,134.4,17.6
2023-12-06 09:04:44,6.337,1845.0,136.6,17.6
2023-12-06 09:07:44,6.328,1845.0,135.3,17.6
2023-12-06 09:10:45,6.318,1845.0,132.9,17.6
2023-12-06 09:13:46,6.336,1845.0,137.9,17.6
2023-12-06 09:16:46,6.337,1845.0,133.3,17.6
2023-12-06 09:19:47,6.329,1845.0,136.9,17.6
2023-12-06 09:22:47,6.332,1845.0,137.4,17.6
2023-12-06 09:25:48,6.32,1845.0,137.5,17.6
2023-12-06 09:28:49,6.328,1846.0,137.9,17.6
2023-12-06 09:31:49,6.337,1846.0,133.9,17.6
2023-12-06 09:34:50,6.32,1845.0,136.7,17.6
2023-12-06 09:37:50,6.325,1845.0,136.5,17.6
2023-12-06 09:40:51,6.324,1845.0,134.6,17.6
2023-12-06 09:43:52,6.32,1846.0,137.6,17.6
2023-12-06 09:46:52,6.337,1846.0,135.4,17.6
2023-12-06 09:49:53,6.329,1846.0,134.2,17.6
2023-12-06 09:52:54,6.333,1846.0,135.4,17.6
2023-12-06 09:55:54,6.322,1846.0,133.8,17.6
2023-12-06 09:58:55,6.329,1847.0,135.5,17.6
2023-12-06 10:01:56,6.339,1847.0,134.7,17.6
2023-12-06 10:04:56,6.313,1847.0,135.0,17.6
2023-12-06 10:07:57,6.324,1847.0,137.2,17.6
2023-12-06 10:10:58,6.332,1846.0,132.8,17.6
2023-12-06 10:13:59,6.318,1847.0,134.2,17.6
2023-12-06 10:16:59,6.329,1847.0,136.3,17.6
2023-12-06 10:20:00,6.335,1847.0,132.3,17.6
2023-12-06 10:23:01,6.336,1846.0,135.6,17.6
2023-12-06 10:26:01,6.324,1847.0,132.3,17.6
2023-12-06 10:29:02,6.322,1846.0,134.1,17.6
2023-12-06 10:32:03,6.335,1846.0,135.6,17.6
2023-12-06 10:35:03,6.316,1847.0,135.4,17.6
2023-12-06 10:38:04,6.324,1846.0,136.4,17.6
2023-12-06 10:41:05,6.324,1846.0,134.4,17.6
2023-12-06 10:44:05,6.326,1845.0,134.1,17.6
2023-12-06 10:47:07,6.33,1845.0,135.4,17.6
2023-12-06 10:50:07,6.308,1846.0,138.2,17.6
2023-12-06 10:53:08,6.317,1846.0,139.3,17.6
2023-12-06 10:56:09,6.331,1846.0,136.3,17.6
2023-12-06 10:59:10,6.315,1847.0,135.1,17.6
2023-12-06 11:02:10,6.325,1847.0,137.8,17.6
2023-12-06 11:05:12,6.313,1847.0,135.1,17.6
2023-12-06 11:08:12,6.31,1847.0,123.9,17.6
2023-12-06 11:11:13,6.33,1847.0,127.6,17.6
2023-12-06 11:14:13,6.318,1847.0,134.4,17.6
2023-12-06 11:17:14,6.332,1847.0,128.6,17.6
2023-12-06 11:20:15,6.335,1847.0,123.5,17.6
2023-12-06 11:23:16,6.314,1847.0,126.2,17.6
2023-12-06 11:26:16,6.321,1847.0,131.6,17.6
2023-12-06 11:29:17,6.308,1847.0,126.1,17.6
2023-12-06 11:32:17,6.317,1847.0,127.0,17.6
2023-12-06 11:35:18,6.322,1847.0,126.8,17.6
2023-12-06 11:38:19,6.312,1847.0,135.7,17.6
2023-12-06 11:41:19,6.313,1847.0,125.9,17.6
2023-12-06 11:44:20,6.319,1847.0,125.6,17.6
2023-12-06 11:47:21,6.316,1847.0,126.6,17.6
2023-12-06 11:50:21,6.318,1847.0,124.1,17.6
2023-12-06 11:53:22,6.306,1848.0,127.4,17.6
2023-12-06 11:56:22,6.318,1848.0,125.6,17.6
2023-12-06 11:59:23,6.321,1848.0,121.6,17.6
2023-12-06 12:02:24,6.306,1848.0,137.2,17.6
2023-12-06 12:05:24,6.324,1848.0,126.8,17.6
2023-12-06 12:08:25,6.304,1848.0,124.6,17.6
2023-12-06 12:11:26,6.316,1848.0,129.6,17.6
2023-12-06 12:14:26,6.318,1847.0,130.0,17.6
2023-12-06 12:17:27,6.31,1847.0,126.7,17.6
2023-12-06 12:20:28,6.328,1847.0,132.9,17.6
2023-12-06 12:23:28,6.314,1848.0,127.1,17.6
2023-12-06 12:26:29,6.314,1848.0,128.4,17.6
2023-12-06 12:29:30,6.325,1848.0,129.2,17.6
2023-12-06 12:32:30,6.325,1848.0,123.3,17.6
2023-12-06 12:35:31,6.326,1848.0,125.2,17.6
2023-12-06 12:38:31,6.32,1848.0,124.3,17.6
2023-12-06 12:41:32,6.304,1848.0,130.3,17.6
2023-12-06 12:44:33,6.328,1848.0,125.5,17.6
2023-12-06 12:47:33,6.306,1848.0,129.6,17.6
2023-12-06 12:50:34,6.316,1848.0,138.5,17.6
2023-12-06 12:53:35,6.324,1848.0,128.5,17.6
2023-12-06 12:56:35,6.32,1848.0,127.4,17.6
2023-12-06 12:59:36,6.318,1847.0,138.6,17.6
2023-12-06 13:02:37,6.305,1847.0,128.8,17.6
2023-12-06 13:05:37,6.315,1847.0,131.2,17.6
2023-12-06 13:08:40,6.322,1847.0,130.8,17.6
2023-12-06 13:11:40,6.324,1848.0,126.6,17.6
2023-12-06 13:14:41,6.326,1847.0,128.0,17.6
2023-12-06 13:17:42,6.315,1847.0,129.8,17.6
2023-12-06 13:20:43,6.335,1847.0,133.5,17.6
2023-12-06 13:23:44,6.329,1847.0,128.8,17.6
2023-12-06 13:26:45,6.335,1847.0,133.8,17.6
2023-12-06 13:29:45,6.334,1847.0,131.5,17.6
2023-12-06 13:32:46,6.322,1847.0,126.2,17.6
2023-12-06 13:35:46,6.319,1848.0,127.0,17.6
2023-12-06 13:38:47,6.325,1848.0,135.1,17.6
2023-12-06 13:41:48,6.337,1848.0,126.2,17.6
2023-12-06 13:44:48,6.338,1848.0,137.2,17.6
2023-12-06 13:47:49,6.335,1848.0,124.8,17.6
2023-12-06 13:50:50,6.336,1848.0,127.0,17.6
2023-12-06 13:53:51,6.345,1848.0,128.6,17.6
2023-12-06 13:56:52,6.322,1848.0,127.6,17.6
2023-12-06 13:59:53,6.346,1848.0,123.5,17.6
2023-12-06 14:02:53,6.339,1847.0,127.0,17.6
2023-12-06 14:05:54,6.323,1848.0,122.9,17.6
2023-12-06 14:08:55,6.337,1848.0,126.7,17.6
2023-12-06 14:11:56,6.318,1848.0,122.4,17.6
2023-12-06 14:14:56,6.342,1848.0,126.6,17.6
2023-12-06 14:17:57,6.33,1848.0,124.8,17.6
2023-12-06 14:20:58,6.333,1849.0,127.6,17.6
2023-12-06 14:23:59,6.328,1848.0,131.8,17.6
2023-12-06 14:26:59,6.319,1848.0,121.8,17.6
2023-12-06 14:30:00,6.326,1849.0,124.7,17.6
2023-12-06 14:33:01,6.339,1848.0,123.9,17.6
2023-12-06 14:36:01,6.338,1848.0,123.3,17.6
2023-12-06 14:39:02,6.341,1848.0,126.6,17.6
2023-12-06 14:42:03,6.333,1848.0,122.4,17.6
2023-12-06 14:45:03,6.325,1848.0,124.4,17.6
2023-12-06 14:48:04,6.331,1848.0,126.1,17.6
2023-12-06 14:51:05,6.341,1848.0,127.9,17.6
2023-12-06 14:54:05,6.35,1849.0,128.3,17.6
2023-12-06 14:57:06,6.347,1849.0,125.2,17.6
2023-12-06 15:00:06,6.323,1849.0,132.9,17.6
2023-12-06 15:03:07,6.346,1848.0,123.1,17.6
2023-12-06 15:06:08,6.332,1848.0,120.0,17.6
2023-12-06 15:09:08,6.339,1848.0,121.4,17.6
2023-12-06 15:12:09,6.345,1848.0,125.3,17.6
2023-12-06 15:15:09,6.334,1848.0,122.1,17.6
2023-12-06 15:18:10,6.337,1848.0,130.1,17.6
2023-12-06 15:21:11,6.339,1848.0,120.2,17.6
2023-12-06 15:24:11,6.339,1849.0,122.4,17.6
2023-12-06 15:27:12,6.339,1848.0,119.7,17.6
2023-12-06 15:30:13,6.326,1849.0,120.1,17.6
2023-12-06 15:33:13,6.337,1849.0,121.8,17.6
2023-12-06 15:36:14,6.345,1849.0,122.6,17.6
2023-12-06 15:39:14,6.342,1849.0,122.0,17.6
2023-12-06 15:42:15,6.351,1849.0,121.5,17.6
2023-12-06 15:45:16,6.336,1849.0,121.6,17.6
2023-12-06 15:48:16,6.337,1849.0,130.6,17.6
2023-12-06 15:51:17,6.349,1848.0,121.9,17.6
2023-12-06 15:54:17,6.332,1849.0,122.8,17.6
2023-12-06 15:57:18,6.344,1849.0,126.3,17.6
2023-12-06 16:00:19,6.338,1849.0,123.4,17.6
2023-12-06 16:03:20,6.336,1849.0,123.1,17.6
2023-12-06 16:06:21,6.337,1849.0,123.6,17.6
2023-12-06 16:09:22,6.335,1849.0,123.2,17.6
2023-12-06 16:12:23,6.351,1849.0,121.5,17.6
2023-12-06 16:15:23,6.337,1849.0,118.9,17.6
2023-12-06 16:18:24,6.333,1849.0,123.2,17.6
2023-12-06 16:21:24,6.358,1849.0,123.5,17.6
2023-12-06 16:24:25,6.326,1849.0,121.9,17.6
2023-12-06 16:27:25,6.342,1849.0,121.8,17.6
2023-12-06 16:30:26,6.337,1849.0,120.3,17.6
2023-12-06 16:33:27,6.335,1849.0,117.1,17.6
2023-12-06 16:36:28,6.356,1849.0,122.0,17.6
2023-12-06 16:39:28,6.341,1849.0,121.0,17.6
2023-12-06 16:42:29,6.356,1849.0,119.9,17.6
2023-12-06 16:45:29,6.342,1849.0,120.1,17.6
2023-12-06 16:48:30,6.343,1849.0,120.4,17.6
2023-12-06 16:51:32,6.358,1850.0,120.7,17.6
2023-12-06 16:54:33,6.33,1849.0,128.4,17.6
2023-12-06 16:57:33,6.339,1850.0,124.4,17.6
2023-12-06 17:00:34,6.356,1849.0,122.4,17.6
2023-12-06 17:03:35,6.349,1850.0,119.8,17.6
2023-12-06 17:06:35,6.362,1850.0,125.3,17.6
2023-12-06 17:09:36,6.347,1849.0,120.1,17.6
2023-12-06 17:12:37,6.338,1849.0,118.6,17.6
2023-12-06 17:15:37,6.348,1849.0,120.7,17.6
2023-12-06 17:18:39,6.337,1850.0,119.4,17.6
2023-12-06 17:21:40,6.36,1850.0,119.2,17.6
2023-12-06 17:24:41,6.346,1850.0,117.3,17.6
2023-12-06 17:27:41,6.351,1850.0,120.5,17.6
2023-12-06 17:30:42,6.364,1850.0,118.8,17.6
2023-12-06 17:33:43,6.347,1850.0,118.6,17.6
2023-12-06 17:36:43,6.35,1849.0,128.6,17.6
2023-12-06 17:39:44,6.366,1850.0,118.8,17.6
2023-12-06 17:42:45,6.354,1851.0,119.2,17.6
2023-12-06 17:45:45,6.355,1851.0,122.0,17.6
2023-12-06 17:48:46,6.4,1851.0,116.4,17.6
2023-12-06 17:51:47,6.349,1851.0,119.8,17.6
2023-12-06 17:54:47,6.369,1851.0,119.1,17.6
2023-12-06 17:57:48,6.361,1851.0,119.0,17.6
2023-12-06 18:00:49,6.374,1851.0,121.0,17.6
2023-12-06 18:03:49,6.351,1850.0,119.9,17.6
2023-12-06 18:06:50,6.364,1851.0,117.6,17.6
2023-12-06 18:09:51,6.368,1851.0,119.4,17.6
2023-12-06 18:12:51,6.36,1851.0,129.6,17.6
2023-12-06 18:15:52,6.376,1851.0,119.6,17.6
2023-12-06 18:18:52,6.374,1851.0,124.7,17.6
2023-12-06 18:21:53,6.36,1851.0,118.9,17.6
2023-12-06 18:24:54,6.374,1851.0,121.2,17.6
2023-12-06 18:27:54,6.354,1851.0,124.9,17.6
2023-12-06 18:30:55,6.366,1852.0,124.5,17.6
2023-12-06 18:33:56,6.374,1851.0,122.4,17.6
2023-12-06 18:36:56,6.368,1851.0,119.5,17.6
2023-12-06 18:39:57,6.372,1852.0,119.1,17.6
2023-12-06 18:42:58,6.361,1852.0,122.7,17.6
2023-12-06 18:45:58,6.371,1852.0,125.4,17.6
2023-12-06 18:48:59,6.382,1848.0,120.9,17.7
2023-12-06 18:51:59,6.356,1848.0,129.8,17.7
2023-12-06 18:55:00,6.377,1848.0,124.1,17.7
2023-12-06 18:58:01,6.358,1852.0,122.8,17.6
2023-12-06 19:01:01,6.359,1852.0,123.6,17.6
2023-12-06 19:04:02,6.379,1847.0,127.6,17.7
2023-12-06 19:07:02,6.372,1851.0,131.5,17.6
2023-12-06 19:10:03,6.373,1852.0,124.8,17.6
2023-12-06 19:13:04,6.386,1847.0,123.6,17.7
2023-12-06 19:16:04,6.364,1851.0,123.3,17.6
2023-12-06 19:19:05,6.376,1847.0,124.6,17.7
2023-12-06 19:22:06,6.369,1848.0,126.0,17.7
2023-12-06 19:25:06,6.374,1849.0,126.1,17.7
2023-12-06 19:28:07,6.377,1849.0,124.4,17.7
2023-12-06 19:31:07,6.356,1849.0,127.1,17.7
2023-12-06 19:34:08,6.372,1849.0,123.9,17.7
2023-12-06 19:37:09,6.375,1849.0,123.2,17.7
2023-12-06 19:40:09,6.367,1849.0,127.0,17.7
2023-12-06 19:43:10,6.376,1849.0,124.6,17.7
2023-12-06 19:46:10,6.37,1849.0,125.3,17.7
2023-12-06 19:49:11,6.378,1849.0,122.2,17.7
2023-12-06 19:52:12,6.363,1850.0,121.1,17.7
2023-12-06 19:55:12,6.372,1849.0,123.1,17.7
2023-12-06 19:58:13,6.38,1849.0,128.7,17.7
2023-12-06 20:01:14,6.358,1848.0,122.6,17.7
2023-12-06 20:04:15,6.375,1848.0,122.0,17.7
2023-12-06 20:07:15,6.391,1849.0,121.7,17.7
2023-12-06 20:10:16,6.374,1850.0,123.0,17.7
2023-12-06 20:13:16,6.388,1850.0,123.5,17.7
2023-12-06 20:16:17,6.362,1850.0,124.3,17.7
2023-12-06 20:19:18,6.369,1850.0,125.3,17.7
2023-12-06 20:22:18,6.376,1850.0,123.1,17.7
2023-12-06 20:25:19,6.37,1850.0,122.2,17.7
2023-12-06 20:28:19,6.385,1850.0,124.6,17.7
2023-12-06 20:31:20,6.367,1850.0,125.3,17.7
2023-12-06 20:34:21,6.366,1851.0,124.9,17.7
2023-12-06 20:37:21,6.39,1851.0,122.2,17.7
2023-12-06 20:40:22,6.368,1850.0,122.5,17.7
2023-12-06 20:43:22,6.383,1850.0,124.9,17.7
2023-12-06 20:46:23,6.367,1850.0,120.3,17.7
2023-12-06 20:49:24,6.371,1850.0,120.3,17.7
2023-12-06 20:52:25,6.377,1850.0,122.7,17.7
2023-12-06 20:55:25,6.376,1851.0,120.4,17.7
2023-12-06 20:58:26,6.385,1851.0,129.4,17.7
2023-12-06 21:01:26,6.39,1850.0,123.0,17.7
2023-12-06 21:04:27,6.373,1851.0,125.1,17.7
2023-12-06 21:07:28,6.377,1851.0,127.8,17.7
2023-12-06 21:10:28,6.367,1851.0,124.9,17.7
2023-12-06 21:13:29,6.388,1851.0,134.4,17.7
2023-12-06 21:16:29,6.388,1851.0,125.2,17.7
2023-12-06 21:19:30,6.367,1851.0,123.2,17.7
2023-12-06 21:22:31,6.388,1851.0,128.1,17.7
2023-12-06 21:25:31,6.378,1851.0,121.7,17.7
2023-12-06 21:28:32,6.379,1851.0,124.3,17.7
2023-12-06 21:31:32,6.392,1847.0,122.3,17.8
2023-12-06 21:34:33,6.369,1851.0,123.9,17.7
2023-12-06 21:37:34,6.38,1852.0,125.1,17.7
2023-12-06 21:40:34,6.38,1848.0,120.2,17.8
2023-12-06 21:43:35,6.381,1852.0,123.8,17.7
2023-12-06 21:46:36,6.396,1852.0,122.5,17.7
2023-12-06 21:49:36,6.377,1852.0,122.4,17.7
2023-12-06 21:52:37,6.382,1852.0,123.3,17.7
2023-12-06 21:55:37,6.384,1848.0,122.2,17.8
2023-12-06 21:58:40,6.381,1848.0,121.9,17.8
2023-12-06 22:01:40,6.39,1848.0,124.4,17.8
2023-12-06 22:04:41,6.383,1853.0,123.7,17.7
2023-12-06 22:07:42,6.377,1848.0,123.4,17.8
2023-12-06 22:10:42,6.387,1848.0,123.0,17.8
2023-12-06 22:13:43,6.383,1853.0,122.6,17.7
2023-12-06 22:16:44,6.385,1848.0,122.2,17.8
2023-12-06 22:19:44,6.384,1848.0,120.8,17.8
2023-12-06 22:22:45,6.388,1849.0,121.8,17.8
2023-12-06 22:25:46,6.392,1849.0,122.1,17.8
2023-12-06 22:28:46,6.384,1847.0,119.7,17.8
2023-12-06 22:31:47,6.39,1849.0,123.1,17.8
2023-12-06 22:34:48,6.384,1849.0,119.8,17.8
2023-12-06 22:37:48,6.378,1849.0,122.0,17.8
2023-12-06 22:40:49,6.384,1849.0,122.1,17.8
2023-12-06 22:43:50,6.376,1849.0,120.2,17.8
2023-12-06 22:46:50,6.386,1849.0,122.1,17.8
2023-12-06 22:49:51,6.396,1849.0,121.0,17.8
2023-12-06 22:52:51,6.375,1849.0,120.9,17.8
2023-12-06 22:55:52,6.397,1848.0,122.2,17.8
2023-12-06 22:58:53,6.374,1849.0,118.6,17.8
2023-12-06 23:01:53,6.388,1849.0,120.5,17.8
2023-12-06 23:04:54,6.394,1849.0,120.7,17.8
2023-12-06 23:07:55,6.384,1849.0,119.7,17.8
2023-12-06 23:10:55,6.4,1849.0,120.2,17.8
2023-12-06 23:13:56,6.385,1849.0,118.7,17.8
2023-12-06 23:16:57,6.382,1849.0,122.3,17.8
2023-12-06 23:19:58,6.397,1849.0,120.4,17.8
2023-12-06 23:22:58,6.382,1849.0,119.4,17.8
2023-12-06 23:25:59,6.392,1848.0,118.8,17.8
2023-12-06 23:29:00,6.382,1849.0,116.2,17.8
2023-12-06 23:32:00,6.386,1850.0,117.4,17.8
2023-12-06 23:35:01,6.402,1850.0,118.4,17.8
2023-12-06 23:38:02,6.376,1850.0,118.1,17.8
2023-12-06 23:41:03,6.401,1850.0,119.8,17.8
2023-12-06 23:44:03,6.4,1850.0,117.5,17.8
2023-12-06 23:47:04,6.397,1850.0,117.9,17.8
2023-12-06 23:50:05,6.393,1850.0,119.4,17.8
2023-12-06 23:53:05,6.378,1850.0,118.4,17.8
2023-12-06 23:56:06,6.384,1850.0,120.9,17.8
2023-12-06 23:59:07,6.397,1850.0,118.3,17.8
2023-12-07 00:02:07,6.391,1849.0,117.3,17.8
2023-12-07 00:05:08,6.392,1849.0,118.4,17.8
2023-12-07 00:08:09,6.397,1850.0,115.9,17.8
2023-12-07 00:11:09,6.393,1849.0,116.7,17.8
2023-12-07 00:14:10,6.408,1850.0,116.4,17.8
2023-12-07 00:17:10,6.392,1850.0,116.7,17.8
2023-12-07 00:20:11,6.388,1850.0,119.0,17.8
2023-12-07 00:23:12,6.406,1850.0,114.7,17.8
2023-12-07 00:26:12,6.395,1850.0,115.4,17.8
2023-12-07 00:29:13,6.407,1850.0,116.6,17.8
2023-12-07 00:32:14,6.399,1851.0,115.7,17.8
2023-12-07 00:35:14,6.398,1850.0,115.7,17.8
2023-12-07 00:38:15,6.406,1849.0,115.6,17.8
2023-12-07 00:41:16,6.397,1849.0,117.2,17.8
2023-12-07 00:44:16,6.407,1850.0,115.9,17.8
2023-12-07 00:47:17,6.382,1851.0,112.3,17.8
2023-12-07 00:50:18,6.398,1851.0,113.6,17.8
2023-12-07 00:53:18,6.403,1850.0,115.3,17.8
2023-12-07 00:56:19,6.399,1850.0,110.8,17.8
2023-12-07 00:59:20,6.409,1851.0,110.4,17.8
2023-12-07 01:02:20,6.401,1851.0,112.2,17.8
2023-12-07 01:05:21,6.39,1850.0,112.9,17.8
2023-12-07 01:08:21,6.41,1851.0,113.0,17.8
2023-12-07 01:11:22,6.397,1850.0,112.5,17.8
2023-12-07 01:14:23,6.397,1850.0,113.3,17.8
2023-12-07 01:17:23,6.401,1850.0,111.7,17.8
2023-12-07 01:20:24,6.392,1850.0,112.1,17.8
2023-12-07 01:23:25,6.404,1851.0,112.8,17.8
2023-12-07 01:26:25,6.405,1851.0,109.9,17.8
2023-12-07 01:29:26,6.399,1851.0,112.9,17.8
2023-12-07 01:32:27,6.409,1851.0,111.6,17.8
2023-12-07 01:35:27,6.405,1851.0,111.3,17.8
2023-12-07 01:38:28,6.409,1851.0,113.4,17.8
2023-12-07 01:41:28,6.398,1851.0,111.5,17.8
2023-12-07 01:44:29,6.396,1850.0,115.0,17.8
2023-12-07 01:47:29,6.406,1851.0,112.0,17.8
2023-12-07 01:50:30,6.403,1851.0,111.0,17.8
2023-12-07 01:53:31,6.415,1851.0,112.7,17.8
2023-12-07 01:56:31,6.4,1851.0,111.0,17.8
